time	species	prob	err
Fri Mar 24 16:12:25 AEST 2017	Pseudoalteromonas SM9913	0.07698341299014808	0.017525962228349484
Fri Mar 24 16:12:25 AEST 2017	Enterococcus faecalis	0.08292915806632795	0.017525962228349498
Fri Mar 24 16:12:25 AEST 2017	Escherichia coli	0.20481693212801502	0.017525962228349484
Fri Mar 24 16:12:37 AEST 2017	Halobacillus halophilus	0.1036543212190002	0.017163970968821496
Fri Mar 24 16:12:37 AEST 2017	Staphylococcus epidermidis	0.03682086875295303	0.017163970968821506
Fri Mar 24 16:12:37 AEST 2017	Chromobacterium violaceum	0.1047265156435892	0.01716397096882151
Fri Mar 24 16:12:37 AEST 2017	Pseudomonas TKP	0.04897240556496161	0.017163970968821503
Fri Mar 24 16:12:37 AEST 2017	Bacillus subtilis	0.1922890603183569	0.017163970968821524
Fri Mar 24 16:12:37 AEST 2017	Pseudomonas fluorescens	0.1036543212190002	0.017163970968821496
Fri Mar 24 16:12:37 AEST 2017	Micrococcus luteus	0.0461132204327243	0.017163970968821506
Fri Mar 24 16:12:37 AEST 2017	Pseudoalteromonas SM9913	0.07649206246274573	0.017163970968821496
Fri Mar 24 16:12:37 AEST 2017	Enterococcus faecalis	0.08435482157639834	0.017163970968821496
Fri Mar 24 16:12:37 AEST 2017	Escherichia coli	0.20265360642271715	0.017163970968821524
Fri Mar 24 16:12:48 AEST 2017	Halobacillus halophilus	0.10613602514392505	0.016856466371088105
Fri Mar 24 16:12:48 AEST 2017	Staphylococcus epidermidis	0.03650486347553483	0.01685646637108809
Fri Mar 24 16:12:48 AEST 2017	Chromobacterium violaceum	0.10406777281714118	0.016856466371088105
Fri Mar 24 16:12:48 AEST 2017	Pseudomonas TKP	0.049603794878499335	0.016856466371088098
Fri Mar 24 16:12:48 AEST 2017	Bacillus subtilis	0.1923132054265862	0.01685646637108809
Fri Mar 24 16:12:48 AEST 2017	Pseudomonas fluorescens	0.10441248153827183	0.016856466371088105
Fri Mar 24 16:12:48 AEST 2017	Micrococcus luteus	0.047190833830584825	0.016856466371088098
Fri Mar 24 16:12:48 AEST 2017	Pseudoalteromonas SM9913	0.07614636640555897	0.016856466371088098
Fri Mar 24 16:12:48 AEST 2017	Enterococcus faecalis	0.0840746669915638	0.01685646637108809
Fri Mar 24 16:12:48 AEST 2017	Escherichia coli	0.2023097583393749	0.01685646637108809
Fri Mar 24 16:13:13 AEST 2017	Halobacillus halophilus	0.10647490373541177	0.016564813825321864
